= = = = = = = = = = = = = = = = = = = ! LET()
= = = = = = = = = = = = = = = = = = ! ) LET()
= = = = = = = = = = = = = = = = = ! , , LET()
= = = = = = = = = = = = ! , , , , , , , LET()
= = = = = = = = = = = = = = = = = ! . . LET()
= = = = = = = = = = = = = = = = ! . . . LET()
= = = = = = = = = = = = = = = ! . . . . LET()
= = = = = = = = = = = = = ! . . . . . . LET()
= = = = = = = = = = = = = = = = = = ! : LET()
= = = = = = = = = = = = = = = = = = = " LET()
= = = = = = = = = = = = = = = = = = = # LET()
= = = = = = = = = = = = = = = = = = = % LET()
= = = = = = = = = = = = = = = = = = = & LET()|VG()+D&+Ien
= = = = = = = = = = = = = = = = = = & & BW()+D&&+Iet_cetera
= = = = = = = = = = = = = = = = = = & , LET()
= = = = = = = = = = = = = = = = = = & . VG()+D&.+Ien
= = = = = = = = = = = = = = = = = & . . VG()+D&..+Ien
= = = = = = = = = = = = = = = = = = & a BW()+D&a+Iet_cetera
= = = = = = = = = = = = = = = = = & c a BW()+D&ca+Iet_cetera
= = = = = = = = = = = = = = = & l i e v VG⊕ADJ()+D&liev+Ien⊕lief
= = = = = = = = = = = = = = = = = = = ' LET()
= = = = = = = = = = = = = = = = = = = ( LET()
= = = = = = = = = = = = = = = = = ( ? ) LET()
= = = = = = = = = = = = = = = = = = = ) LET()
= = = = = = = = = = = = = = = = = = ) , LET()
= = = = = = = = = = = = = = = = = = ) . LET()
= = = = = = = = = = = = = = = = = = = * LET()
= = = = = = = = = = = = = = = = = = = + LET()
= = = = = = = = = = = = = = = = = = = , LET()
= = = = = = = = = = = = = = = = = = , ) LET()
= = = = = = = = = = = = = = = = = = , , LET()
= = = = = = = = = = = = = = = = = , , , LET()
= = = = = = = = = = = = = = = = = , , - LET()
= = = = = = = = = = = = = = = , , - , , LET()
= = = = = = = = = = = = = = = = = = , - LET()
= = = = = = = = = = = = = = = = = = , . LET()
= = = = = = = = = = = = = = = = = , . ) LET()
= = = = = = = = = = = = = = = = = = , : LET()
= = = = = = = = = = = = = = = = = = , _ LET()
= = = = = = = = = = = = = = = = = = , ’ LET()
= = = = = = = = = = = = = = = = = = = - LET()
= = = = = = = = = = = = = = = = = = - , LET()
= = = = = = = = = = = = = = = = = - , , LET()
= = = = = = = = = = = = = = = = - , - , LET()
= = = = = = = - - - - - - - - - - - - - LET()
= = = = = = = = = = = = = = = = - : , - LET()
= = = = = = = = = = = = = = = = = = - ” LET()
= = = = = = = = = = = = = = = = = - ” - LET()
= = = = = = = = = = = = = = = = - ” - ” LET()
= = = = = = = = = = = = = = = = = = = . LET()
= = = = = = = = = = = = = = = = = = . ) LET()
= = = = = = = = = = = = = = = = = = . , LET()
= = = = = = = = = = = = = = = = = = . - LET()
= = = = = = = = = = = = = = = = . - . - LET()
= = = = = = = = = = = = = = = . - . - . LET()
= = = = = = = = = = = = = = . - . - . , LET()
= = = = = = = = = = = = = = = = = = . . LET()
= = = = = = = = = = = = = = = = = . . - LET()
= = = = = = = = = = = = = = = = . . . } LET()
= = = = = = = = = = = = = = = . 1 0 0 0 TW()+D.1000+Iduizend
= = = = = = = = = = = = = = = = = . 1 1 TW()+D.11+Ielf
= = = = = = = = = = = = = = = = = . 2 8 TW()+D.28+Iachtentwintigste
= = = = = = = = = = = = = = = = = = . 3 N(soort)+D.3+Idrie|TW()+D.3+Idrie
= = = = = = = = = = = = = = = = = = . 4 TW()+D.4+Ivier
= = = = = = = = = = = = = = = = = = . 8 TW()+D.8+Iacht
= = = = = = = = = = = = = = = = = = . : LET()
= = = = = = = = = = = = = = = . [ . . ] LET()
= = = = = = = = = = = = = = = = = = . ´ LET()
= = = = = = = = = = = = = = = = = = = / LET()
= = = = = = = = = = = = = = = = = = / / LET()
= = = = = = = = = = = = = = = = = = = 0 TW()
= = = = = = = = = = = = = = = = = 0 0 0 TW()
= = = = = = = = = = = = = = = = = = 0 1 TW()
= = = = = = = = = = = = = = = = = = 0 2 TW()
= = = = = = = = = = = = = = = = = = 0 6 TW()
= = = = = = = = = = = = = = = = = = 0 8 TW()
= = = = = = = = = = = = = = = = = = 0 i TW()+D0i+Ieerste
= = = = = = = = = = = = = = = = = = = 1 LID()|SPEC()|TW()|TW()+D1+Ieen|TW()+D1+Ieerste
= = = = = = = = = = = = = = = = 1 - 1 0 TW()+D-10+I‑10‑”
= = = = = = = = = = = = = = = = 1 - 1 6 TW()+I-|TW()+I-"
= = = = = = = = = = = = = = = = = 1 - 4 TW()+I-"
= = = = = = = = = = = = = = = = 1 / 1 1 TW()
= = = = = = = = = = = = = = = = 1 / 1 6 TW()+D1/16+Ieenzestiende
= = = = = = = = = = = = = = = = = 1 / 2 ADJ()+D1/2+Ihalf
= = = = = = = = = = = = = = = = = 1 / 3 TW()
= = = = = = = = = = = = = = = = = 1 / 4 TW()
= = = = = = = = = = = = = = = = 1 / 6 4 TW()
= = = = = = = = = = = = = = = = = 1 / 8 TW()
= = = = = = = = = = = = = = = = = 1 / a TW()
= = = = = = = = = = = = = = = = = = 1 0 TW()|VG⊕TW()|TW()+D10+Itien|TW()+D10+Itiende
= = = = = = = = = = = = = = = = 1 0 - 8 TW()+D-8+I‑8‑”
= = = = = = = = = = = = = = = = 1 0 / 9 TW()
= = = = = = = = = = = = = = = = = 1 0 0 TW()|TW()+D100+Ihonderd
= = = = = = = = = = = = = = = = 1 0 0 0 TW()
= = = = = = = = = = = = = = = 1 0 0 0 0 TW()|TW()+D10000+Itienduizend
= = = = = = = = = = = = = = 1 0 0 0 0 0 TW()
= = = = = = = = = = = 1 0 0 0 0 0 0 0 0 TW()
= = = = = = = = = = = = 1 0 0 1 . 3 . 3 TW()+I.
= = = = = = = = = = = = = = = = 1 0 0 2 TW()
= = = = = = = = = = = = 1 0 0 : 1 0 0 0 TW()+D100:1000+Ihonderdduizend
= = = = = = = = = = = = = = = 1 0 0 g l TW⊕N(soort)+D100gl+Ihonderd⊕gulden
= = = = = = = = = = = = = = = 1 0 1 1 7 TW()
= = = = = = = = = = = = = = = = = 1 0 4 TW()
= = = = = = = = = = = = = = = = 1 0 4 1 TW()
= = = = = = = = = = = = = = 1 0 5 - 1 1 TW()+D-11+I.11
= = = = = = = = = = = = = = = = 1 0 5 5 TW()
= = = = = = = = = = = = 1 0 8 4 . 9 . 4 TW()
= = = = = = = = = = = = = = = = = 1 0 9 TW()
= = = = = = = = = = = = = = = 1 0 9 0 3 TW()
= = = = = = = = = = = = = = = 1 0 : 1 0 TW()+D:10+I.10
= = = = = = = = = = = = = = = 1 0 : 1 1 TW⊕TW()+D10:11+Itien⊕elf
